CANNABIS,,,,,,,,,,,,,
"Except where the prevalence values are taken from household surveys, changes between years need to be interpreted with caution as they might reflect a change in the methodology or the data source from which the estimate was derived and therefore should not be considered as a change in prevalence.
Opioids include prescription opioids, opiates (opiates include opium and heroin). Includes estimates for the countries for which a total Opioid prevalence was reported or available.

Method: HHS=Household survey, SS=School survey, A=Adjusted from other sources, I=Indirect estimates, R=Registry. 

Note: According to the Government of Canada, while prescription opioid use in Canada is reportable (see Table on Prescription opioids), other opioid use was not reportable in 2011, 2012 and 2013; data on heroin and opium use based on the household survey is not reportable and the Government of Canada does not report an estimate based on indirect methods.

UNODC Adjustments: a=adjusted for age (15-64), b=population-based/household-type study/survey, c=adjusted from a limited geographic population-based study/survey, d=adjusted from school/youth survey, e=adjusted from lifetime/monthly prevalence adjusted to annual prevalence, f=adjusted from specialized population surveys (including Rapid Assessments), g=adjusted from treatment data, h=adjusted from drug registries, i=adjusted from HIV, problematic drug users (only for heroin), j=lifetime prevalence reported, x=figure may include non-medical use of prescription opioids, z=figures may also include other non-ATS stimulants, z*= figures include the use of prescription stimulants (non-prescription/non-therapeutic use).   

The 'Method' and 'Adjustment/notes' columns have been completed only for more recent data included in previous and present issues of the World Drug Report. ",,,,,,,,,,,,,
"OPIATES 
(also includes problem opiate users)",,,,,,,,,,,,,
Annual Prevalence of Use as a percentage of the population aged 15-64 (unless otherwise indicated) ,,,,,,,,,,,,,
Region,SubRegion,Country,Best,Low,High,Male,Female,Year,Age,Source,Method,"Adjustment/
 notes",Specific notes
Africa,East Africa,Kenya,0.22,0.04,0.52,,,2012,15-64,Government Report,I,,Problem opiate users
,,Kenya,0.73,,,,,2004,15-64 ,Reference Group to the UN on HIV and IDU ,I ,"c, i ",
,,Mauritius,0.91,,,,,2007,15-54 ,ARQ ,I ,a,
,,Rwanda,0.14,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Seychelles,2.30,,,,,2011,15-64,Government Source,,,Opiates
,,Somalia,0.16,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Uganda,0.05,,,,,2004,15-64,Cure Research estimate,,,Opiates
,North Africa,Algeria,0.06,0.05,0.06,0.11,0.01,2010,12+,ARQ,HHS,,Opiates
,,Algeria,0.12,,,,,2004,15-64 ,UNODC Estimate ,,,Opiates
,,Egypt,0.44,0.14,0.73,,,2006,15-64,Govt;  Academic Research,"HHS, SS","a, d",Opiates
,,Libya,0.14,,,,,2004,15-64,UNODC Estimate,,,Opiates
,,Morocco,0.01,,,,,2014,15-64,UNAIDS/GARPR,I,,People who inject drugs
,,Morocco,0.08,,,,,2011,15-64,Government Report,I,,People who inject drugs
,,Tunisia,0.12,,,,,2011,15-64,Government Report,I,,Problem opiate users
,Southern Africa,South Africa,0.41,,,,,2008,15-64,ARQ,HHS,,Opiates
,,Swaziland,0.17,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Zambia,0.37,,,,,2003,15-64,UNODC Estimate,,,Opiates
,,Zimbabwe,0.04,,,,,2004,15-64,Cure Research estimate,,,Opiates
,West and Central Africa,Cabo Verde,0.18,,,,,2004,15-64,UNODC Estimate,,,Opiates
,,Central African Republic,0.05,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Chad,0.22,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Congo,0.13,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Democratic Republic of the Congo,0.13,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Ghana,0.14,,,,,2004,15-65,Cure Research estimate,,,Opiates
,,Liberia,0.17,,,,,2004,15-64,Cure Research estimate,,,Opiates
,,Niger,0.20,,,,,2004,15-64,Reference Group to the UN on HIV and IDU,I,,Problem opiate users
,,Nigeria,0.70,0.30,1.00,,,2008,15-64,UNODC Estimate,,,Opiates
,,Senegal,0.08,,,,,2006,15-64,UNODC Estimate,SS,"a, d, e ",Opiates
,,Sierra Leone,0.17,,,,,2004,15-64,Cure Research estimate,,,Opiates
Americas,Caribbean,Bahamas,0.22,,,,,2003,15-64,UNODC Estimate,,,
,,Barbados,0.11,0.10,0.13,,,2006,15-64,UNODC Estimate,,,Opiates
,,Bermuda,0.15,0.10,0.20,,,2009,16-65,Government Source,HHS,,
,,Dominican Republic,0.07,0.05,0.09,,,2008,15-64,UNODC Estimate,SS,d,
,,Dominican Republic,0.11,,,,,2001,15-64 ,UNODC Estimate ,,,
,,Haiti,0.07,,,,,2006,15-64,ARQ,SS,"a, d, e",
,,Jamaica,0.70,0.30,1.10,,,2006,15-64,UNODC Estimate,SS,"d,e,x",Opiates
,,Jamaica,0.10,,,,,2001,15-64 ,UNODC Estimate ,,,
,Central America,Belize,0.30,,,,,2005,12-65,CICAD/MEM,HHS,,Opiates
,,Costa Rica,0.00,,,,,2010,12-70,ARQ,HHS,,
,,Costa Rica,0.09,,,,,2006,12-70,ARQ ,HHS ,,
,,El Salvador,0.11,,,,,2005,15-64,UNODC Estimate,HHS,e,
,,Guatemala,0.04,,,,,2005,15-65,ARQ,,,Opiates
,,Honduras,0.15,,,,,2005,15-64,UNODC Estimate,HHS,e,Opiates
,,Nicaragua,0.02,,,,,2006,12-65,CICAD/MEM,HHS,,Opiates
,North America,Mexico,0.18,0.10,0.26,,,2011,12-65,Government source,HHS,,
,,Mexico,0.04,,,,,2008,12-65,ARQ    ,HHS,,
,,United States of America,0.59,,,,,2015,15-64,UNODC Estimate,HHS,,Opiates include estimates from HHS 0.4% and chronic heroin users
,,United States of America,0.62,,,,,2014,15-64,UNODC Estimate,HHS,a,Opiates include estimates from HHS 0.4% and chronic heroin users
,South America,Argentina,0.07,0.05,0.09,,,2010,15-64,UNODC Estimate,,e,
,,Argentina,0.13,0.09,0.17,,,2007,15-64 ,UNODC Estimate ,,e ,
,,Bolivia (Plurinational State of),0.07,,,,,2004,15-64 ,UNODC Estimate ,,,
,,Chile,0.02,,,0.05,0.00,2014,15-64,ARQ,HHS,,
,,Colombia,0.03,,,,,2013,12-65,Government source,HHS,,Opiates
,,Colombia,0.02,,,,,2008,15-64,ARQ,HHS,,
,,Ecuador,0.02,,,0.03,,2013,12-65,ARQ,HHS,,Opiates
,,Ecuador,0.07,0.06,0.08,,,2007,12-65,ARQ,HHS,e ,
,,Paraguay,0.03,,,,,2003,12-65,ARQ,HHS,e,Opiates
,,Peru,0.18,,,,,2005,12-64,UNODC Estimate,,,Opiates
,,Uruguay,0.06,0.02,0.10,,,2011,15-64,UNODC Estimate,HHS,e,
,,Uruguay,0.10,,,,,2006,15-64 ,UNODC Estimate,HHS ,e ,
,,Venezuela (Bolivarian Republic of),0.03,,,,,2011,12-65,ARQ,HHS,,Opiates
,,Venezuela (Bolivarian Republic of),0.10,,,,,2003,15-64 ,ARQ ,SS ,"a, d, e ",
Asia,Central Asia and Transcaucasia,Armenia,0.20,0.17,0.24,,,2007,15-64,Government Source,I,,
,,Azerbaijan,1.50,1.28,1.72,,,2010,15-64,Government report,I,,Problem opiate users
,,Azerbaijan,0.20,,,,,2008,15-64 ,ARQ ,I ,,
,,Georgia,0.72,0.71,0.74,,,2010,15-64,Academic Research,I,,
,,Georgia,0.31,,,,,2006,15-64 ,UNODC Estimate ,I,,
,,Indonesia,0.014,,,,,2014,15-64,ARQ,I,,Problem opiate users
,,Kazakhstan,1.03,0.97,1.08,,,2015,15-64,UNODC Estimate ,I,k,Heroin. Benchmark multipliers.
,,Kazakhstan,0.89,,,,,2006,15-64,UNODC (GAP survey),I,x,
,,Kyrgyzstan,0.89,0.82,0.96,,,2015,15-64,UNODC Estimate ,I,k,Heroin. Benchmark multipliers.
,,Kyrgyzstan,0.74,,,,,2006,15-64,UNODC (GAP survey),I,x,
,,Tajikistan,0.52,0.51,0.52,,,2015,15-64,UNODC Estimate ,I,k,Heroin. Benchmark multipliers.
,,Tajikistan,0.54,,,,,2006,15-64,UNODC (GAP survey),I,x,
,,Turkmenistan,0.32,,,,,2007,15-64,ARQ,,,
,,Uzbekistan,0.93,0.78,1.08,,,2015,15-64,UNODC Estimate ,I,k,Heroin. Benchmark multipliers.
,,Uzbekistan,0.78,,,,,2006,15-64,UNODC (GAP survey),I,x,
,East and South-East Asia,Cambodia,0.04,,,,,2007,15-64,Government source,I,,Problem opiate users
,,Cambodia,0.03,,,,,2004,15-64 ,INCSR/ Reference Group to the UN on HIV and IDU ,I ,,
,,China,0.19,0.13,0.25,,,2012,15-64,UNAIDS,I,,Problem opiate users
,,China,0.25,0.19,0.31,,,2005,15-64,Academic research/ Reference Group to the UN on HI,I,,Problem Opiate users
,,"China, Hong Kong SAR",0.20,,,,,2006,15-64,ARQ,,,Opiates
,,Indonesia,0.11,,,,,2010,15-64,ARQ,I,,Problem opiate users
,,Indonesia,0.16,,,,,2005,15-64 ,ARQ ,,,Problem opiate users
,,Lao People's Democratic Republic,0.37,,,,,2008,15-64,UNODC (ICMP),HHS,"a, c",Opiates
,,Malaysia,0.94,,,,,2009,15-64,SMART,I,,Problem opiate users
,,Myanmar,0.80,0.70,0.90,,,2010,15-64,UNODC (ICMP),HHS,"a,c",Opiates
,,Philippines,0.04,0.03,0.04,,,2011,15-64,Government Report,I,,Problem opiate users
,,Philippines,0.01,,,,,2008,10-64,ARQ,HHS,,
,,Republic of Korea,0.00,,,,,2004,15-64,ARQ,HHS,"a, e",Opiates
,,Singapore,0.32,0.27,0.37,,,2010,15-64,UNODC Estimate,I,,
,,Singapore,0.01,,,,,2006,15-64 ,ARQ ,R ,,Opiates
,,Taiwan Province of China,0.20,,,,,2005,12-64,Government source,,,Opiates
,,Thailand,0.20,,,,,2007,15-64,ARQ,HHS,,Opiates
,,Viet Nam,0.53,,,,,2011,15-64,Government source,I,,Problem opiate users
,,Viet Nam,0.27,0.25,0.28,,,2005,15-64,INCSR/ Reference Group to the UN on HIV and IDU,,,
,Near and Middle East /South-West Asia,Afghanistan,2.65,2.34,2.96,3.90,1.30,2009,15-64,UNODC/ Govt. Source,HHS,x,
,,Afghanistan,1.40,,,,,2005,15-64 ,UNODC Estimate ,,,
,,Iran (Islamic Republic of),2.26,,,,,2010,15-64,ARQ,,,Opiates
,,Israel,0.53,0.46,0.59,0.92,0.13,2009,18-40,ARQ,HHS,x,
,,Kuwait,0.17,,,,,2004,15-64,UNODC Estimate,,,Opiates
,,Lebanon,0.20,,,,,2003,15-64,ARQ,,,Opiates
,,Pakistan,1.00,0.70,1.50,1.80,0.04,2012,15-64,Government/UNODC,HHS/I,x,
,,Pakistan,0.57,,,,,2006,15-64 ,UNODC (GAP survey) ,I,x,
,,Saudi Arabia,0.06,,,,,2006,15-64,UNODC Estimate,,,Opiates
,,Syrian Arab Republic,0.02,,,,,2005,15-64,UNODC Estimate,,,Opiates
,,United Arab Emirates,0.02,,,,,2004,15-64,UNODC Estimate,,,Opiates
,South Asia,Bangladesh,0.37,,,,,2003,15-64,ARQ,HHS,"a, e",
,,Maldives,1.34,,,,,2012,15-64,Government source,HHS,x,Includes prescription opioids
,,Nepal,0.24,0.18,0.29,,,2006,15-64,Government source,I,b,Problem opiate users
,,Sri Lanka,0.33,,,,,2010,15-64,ARQ,R,,Opiates
,,Sri Lanka,0.11,,,,,2006,15-64 ,ARQ ,,,Opiates
Europe,Eastern Europe,Belarus,0.59,,,,,2011,15-64,ARQ,I,,Problem opiate users
,,Belarus,0.39,0.07,0.67,,,2007,15-64 ,UNODC Estimate ,R ,"h,g ",
,,Republic of Moldova,0.12,,,,,2011,15-64,ARQ,I,,Problem opiate users
,,Republic of Moldova,0.15,0.12,0.17,,,2008,15-64 ,Government Source ,"R, HHS ",e ,Opiates
,,Russian Federation,1.44,,,,,2015,15-64,Government/UNODC Estimate,I,,"Number of persons in treatment for heroin use disorders, adjusted with a (latency) multiplier of 5.  "
,,Russian Federation,1.40,,,,,2010,15-64,Government source,I,,"Number of persons in treatment for heroin use disorders, adjusted with a (latency) multiplier of 5.  "
,,Ukraine,1.05,0.88,1.23,,,2012,15-64,Government source,I,,Problem opiate users
,,Ukraine,0.91,,,,,2009,15-64,ARQ,I,,Problem opiate users
,South-Eastern Europe,Albania,0.45,,,,,2007,15-64,ARQ,R,"h,g",Problem opiate users
,,Bosnia and Herzegovina,0.30,,,,,2009,15-64,ARQ,I,,Problem opiate users
,,Bosnia and Herzegovina,0.30,,,,,2005,15-64 ,Reference Group to the UN on HIV and IDU ,I ,,Problem opiate users
,,Bulgaria,0.50,,,,,2011,15-64,ARQ,I,x,Opiates
,,Bulgaria,0.29,,,,,2008,15-64 ,ARQ ,I ,x,
,,Croatia,0.35,,,,,2012,15-64,ARQ,I,,Problem opiate users
,,Croatia,0.36,0.32,0.40,,,2010,15-64,EMCDDA,I,,Problem opiate users
,,Romania,0.11,,,,,2011,15-64 ,ARQ,I,,Problem opiate users
,,Serbia,0.10,,,0.10,0.00,2014,18-64,Government sources,HHS,x,
,,Serbia,0.28,0.18,0.38,,,2008,15-64,ARQ,I,,Problem opiate users
,,The former Yugoslav Republic of Macedonia,0.40,0.40,0.50,,,2005,15-64,ARQ,,x,Includes prescription opioids
,,Turkey,0.03,0.02,0.05,,,2011,15-64,EMCDDA,I,,Problem opiate users
,,Turkey,0.03,,,,,2010,15-64,EMCDDA,I,,Problem opiate users
,Western & Central Europe,Cyprus,0.18,0.15,0.24,,,2014,15-64,EMCDDA,I,,Problem opiate users
,,Cyprus,0.15,0.12,0.21,,,2013,15-64,EMCDDA,I,,Problem opiate users
,,Denmark,0.52,0.49,0.55,,,2009,15-64,Government source,I,,Problem opiate users
,,Denmark,0.60,,,,,2005,15-64 ,ARQ ,I ,,
,,France,0.52,,,,,2011,15-64,ARQ,I,,Problem opiate users
,,France,0.36,,,,,2010,15-64,UNODC Estimate,I,,
,,Germany,0.22,,,,,2014,15-64,ARQ,I,,Problem opiate users
,,Germany,0.21,,,,,2013,15-64,Government source,I,,Problem opiate users
,,Greece,0.24,0.21,0.28,,,2014,15-64,EMCDDA,I,,Problem opiate users
,,Greece,0.22,0.20,0.26,,,2013,15-64,EMCDDA,I,,Problem opiate users
,,Hungary,0.05,0.04,0.05,,,2011,15-64,EMCDDA,I,,Problem opiate users
,,Hungary,0.05,,,,,2009,15-64,ARQ,I,,
,,Ireland,0.72,0.62,0.81,,,2006,15-64,EMCDDA,I,,Problem opiate users
,,Ireland,0.50,,,,,2001,15-64 ,ARQ ,I ,,
,,Italy,0.52,0.46,0.58,,,2014,15-64,EMCDDA,I,,Problem heroin users 
,,Italy,0.44,0.38,0.49,,,2013,15-64,EMCDDA,I,,"Problem opiate users (mainly heroin, other opioids)"
,,Latvia,0.47,0.34,0.75,,,2014,15-64,EMCDDA,I,,Problem opiate users
,,Latvia,0.62,0.42,1.00,,,2013,15-64,EMCDDA,I,,Problem opiate users
,,Liechtenstein,0.20,,,,,2005,15-64,ARQ,SS,"a,b",Mainly opiates
,,Lithuania,0.24,0.23,0.24,,,2007,15-64,EMCDDA,I,,Problem opiate users
,,Lithuania,0.10,,,,,2006,15-64 ,Government source ,I ,,Problem opiate users
,,Luxembourg,0.59,,,,,2007,15-64,ARQ/EMCDDA,I,,Problem heroin users
,,Luxembourg,0.93,,,,,2000,15-64 ,EMCDDA ,I ,,
,,Malta,0.57,0.53,0.62,,,2014,15-64,EMCDDA,I,,Problem opiate users
,,Malta,0.62,0.58,0.66,,,2012,15-64,EMCDDA,I,,Problem opiate users
,,Netherlands,0.13,0.11,0.15,,,2012,15-64,EMCDDA,I,,Problem opiate users
,,Netherlands,0.16,,,,,2008,15-64,EMCDDA,I,,
,,Norway,0.27,,,,,2013,15-64,ARQ,I,,Problem opiate users
,,Norway,0.30,0.21,0.39,,,2008,15-64,EMCDDA,I,,Problem opiate users
,,Poland,0.06,,,,,2014,15-64,ARQ,I,,Problem opiate users
,,Poland,0.10,,,,,2013,15-64,ARQ,I,,Problem opiate users
,,Portugal,0.49,0.42,0.55,,,2012,15-64,EMCDDA,I,,Problem opiate users
,,Portugal,0.38,,,,,2007,15-64,ARQ,I,,
,,Slovakia,0.13,0.10,0.25,,,2008,15-64,EMCDDA,I,,Problem opiate users
,,Slovakia,0.30,,,,,2006,15-64 ,ARQ ,HHS ,,
,,Slovenia,0.49,0.43,0.58,,,2012,15-64,EMCDDA,I,,Problem opiate users
,,Slovenia,0.44,0.40,0.48,,,2011,15-64,ARQ,I,,Problem opiate users
,,Spain,0.21,0.16,0.25,,,2013,15-64,Government Source and ARQ,I,,Problem opiate users
,,Spain,0.21,0.17,0.25,,,2012,15-64,Government Source,I,,Problem opiate users
,,Switzerland,0.43,0.39,0.47,,,2015,15-64,Government Source,I,,Opiates
,,United Kingdom (England and Wales),0.73,0.72,0.76,,,2011/12,15-64,EMCDDA/UNODC Estimate,I,,Problem opiate users. Includes data for 2009/10 for Wales
,,United Kingdom (England and Wales),0.75,0.73,0.78,,,2010/11,15-64,EMCDDA/UNODC Estimate,I,,Problem opiate users. Includes data for 2009/10 for Wales
,,United Kingdom (Northern Ireland),0.12,0.12,0.17,,,2004,15-64 ,EMCDDA ,I,,
,,United Kingdom (Scotland),1.51,1.47,1.57,2.19,0.86,2012/13,15-64,"Information Services Division, Scotland",I,,Estimated as 90% of opiate and benzodiazepine users DORIS
,,United Kingdom (Scotland),1.52,1.49,1.56,,,2009/10,15-64,EMCDDA/UNODC Estimate,I,,Problem opiate users
Oceania,Oceania,Australia,0.10,,,0.20,0.10,2013,14+,ARQ,HHS,,
,,Australia,0.20,,,,,2010,15-64,ARQ,HHS,a,
,,New Zealand,0.10,0.10,0.30,0.20,0.00,2008,16-64,Government source,HHS, x,"Heroin, Opium, Homebake"
,,New Zealand,0.42,,,,,2006,15-45 ,ARQ ,,,
"Except where the prevalence values are taken from household surveys, changes between years need to be interpreted with caution as they might reflect a change in the methodology or the data source from which the estimate was derived and therefore should not be considered as a change in prevalence.
The data from household surveys and indirect estimates of problem opiate users is not comparable.

Method: HHS=Household survey, SS=School survey, A=Adjusted from other sources, I=Indirect estimates, R=Registry.

Note: According to the Government of Canada, while prescription opioid use in Canada is reportable (see Table on Prescription opioids), other opioid use was not reportable in 2011, 2012 and 2013; data on heroin and opium use based on the household survey is not reportable and the Government of Canada does not report an estimate based on indirect methods.

UNODC Adjustments: a=adjusted for age (15-64), b=population-based/household-type study/survey, c=adjusted from a limited geographic population-based study/survey, d=adjusted from school/youth survey, e=adjusted from lifetime/monthly prevalence adjusted to annual prevalence, f=adjusted from specialized population surveys (including Rapid Assessments), g=adjusted from treatment data, h=adjusted from drug registries, i=adjusted from HIV, problematic drug users (only for heroin), j=lifetime prevalence reported, k=adjusted from multiple benchmark indicators, x=figure may include non-medical use of prescription opioids, z=figures may also include other non-ATS stimulants, z*= figures include the use of prescription stimulants, (non-prescription/non-therapeutic use).  

The 'Method' and 'Adjustment/notes' columns have been completed only for more recent data included in previous and present issues of the World Drug Report. ",,,,,,,,,,,,,
PRESCRIPTION OPIOIDS,,,,,,,,,,,,,
Annual Prevalence of Use as a percentage of the population aged 15-64 (unless otherwise indicated) ,,,,,,,,,,,,,
Region,SubRegion,Country,Best,Low,High,Male,Female,Year,Age,Source,Method,"Adjustment/
 notes",Specific notes
Africa,East Africa,Mauritius,1.04,,,,,2007,15-54 ,ARQ ,I ,,
,North Africa,Tunisia,0.13,,,,,2013,15-64,ARQ,HHS,,
,Southern Africa,South Africa,0.09,,,,,2008,15-64,ARQ,HHS,,
Americas,Caribbean,Barbados,0.16,0.12,0.21,,,2006,15-64,UNODC Estimate,,,
,,Dominican Republic,0.03,,,,,2008,15-64,UNODC Estimate,SS,d,
,,Haiti,0.13,,,,,2006,15-64,ARQ,SS,"a, d, e",
,Central America,Costa Rica,0.63,,,1.37,0.59,2010,15-64,ARQ,HHS,x,
,,Costa Rica,2.80,2.80,2.90,,,2006,12-70,ARQ ,HHS ,x,
,,El Salvador,0.06,,,,,2005,15-64,UNODC Estimate,HHS,e,
,North America,Canada*,0.36,,,0.46,,2015,15-64,ARQ,HHS,,
,,Canada*,0.40,,,0.40,,2013,15-64,ARQ/Government,HHS,,
,,Mexico,0.06,,,,,2008,12-65,ARQ    ,HHS,,
,,United States of America,5.50,,,6.30,4.80,2015,15-64,ARQ,HHS,,Data not directly comparable to previous years.
,,United States of America,4.80,,,,,2014,15-64,NSDUH,HHS,a,
,South America,Argentina,0.06,,,0.08,0.04,2011,16-65,ARQ/Government,HHS,,
,,Argentina,0.11,0.10,0.13,,,2007,15-64,UNODC Etimate,,e,
,,Brazil,0.40,,,,,2005,12-65,ARQ,HHS,e,
,,Chile,0.56,,,0.50,0.62,2014,15-64,ARQ,HHS,,
,,Chile,0.28,,,0.24,0.32,2012,15-64,ARQ,HHS,x,
,,Uruguay,0.12,0.03,0.20,,,2011,15-64,UNODC Estimate,HHS,e,
Asia,Central Asia and Transcaucasia,Armenia,0.08,,,,,2007,15-64,Government source,I,,
,,Georgia,0.27,,,,,2010,15-64,SCAD Report - Academic Research,I,,
,,Kazakhstan,0.11,,,,,2006,15-64,UNODC (GAP survey),I,,
,,Kyrgyzstan,0.06,,,,,2006,15-64,UNODC (GAP survey),I,,
,,Uzbekistan,0.02,,,,,2006,15-64,UNODC (GAP survey),I,,
,East and South-East Asia,Republic of Korea,0.08,0.06,0.10,,,2004,15-64,ARQ,HHS,"a,e, x",
,Near and Middle East /South-West Asia,Afghanistan,0.55,0.46,0.63,0.80,0.30,2009,15-64,UNODC/ Govt. source,HHS,,
,,Israel,0.21,,,0.39,0.04,2009,18-40,ARQ,HHS,,Methadone
,,Pakistan,1.50,1.40,1.60,1.60,1.40,2012,15-64,Government/UNODC,HHS and indirect,,
,,Pakistan,0.13,,,,,2006,15-64 ,UNODC (GAP survey) ,,,
,South Asia,Bangladesh,0.03,,,,,2003,15-64,ARQ,HHS,"a, e",
Europe,Eastern Europe,Belarus,0.04,0.01,0.07,,,2007,15-64 ,UNODC Estimate ,R ,"h,g ",
,South-Eastern Europe,Bulgaria,0.10,,,0.10,0.10,2012,15-64,ARQ,I,,
,,Serbia,5.10,,,4.10,6.10,2014,18-64,Government sources,HHS,,
,Western & Central Europe,Czechia,2.60,,,2.20,2.90,2012,15-64,ARQ,HHS,,
,,Estonia,0.71,,,,,2008,15-64,ARQ,I,,
,,Finland,0.70,,,1.00,0.30,2014,15-64,ARQ,HHS,,
,,Germany,0.30,,,0.40,0.30,2012,18-64,ARQ,HHS,,Unspecified opiates other than heroin
,,Italy,0.70,,,0.90,0.40,2013/14,15-64,ARQ,HHS,,
,,Poland,0.10,,,0.10,0.00,2012,15-64,ARQ,HHS,,
,,United Kingdom (England and Wales),0.08,,,,,2015/16,16-59,Government source,HHS,,Methadone. Crime Survey for England and Wales
,,United Kingdom (England and Wales),0.10,,,0.10,0.00,2014/15,16-59,ARQ,HHS,,Crime Survey for England and Wales
,,United Kingdom (Scotland),0.19,,,0.28,0.10,2014/15,16-64,Government source ,HHS,,Methadone/Physeptone
,Oceania,Australia,3.28,,,3.33,3.23,2013,14+,Government source,HHS,,
,,Australia,3.10,,,,,2010,15-64,Government source,HHS,a,
,,New Zealand,1.00,0.70,1.30,1.50,1.00,2008,16-64,Government source,HHS,,2007/08 New Zealand Alcohol and Drug Use Survey
"Except where the prevalence values are taken from household surveys, changes between years need to be interpreted with caution as they might reflect a change in the methodology or the data source from which the estimate was derived and therefore should not be considered as a change in prevalence.
Opioids include prescription opioids and opiates (opiates include opium and heroin).

Method: HHS=Household survey, SS=School survey, A=Adjusted from other sources, I=Indirect estimates, R=Registry.
 
* According to the Government of Canada, while opioid use in Canada is reportable, other opioid use was not reportable in 2011, 2012 and 2013; data on heroin and opium use based on the household survey is not reportable and the Government of Canada does not report an estimate based on indirect methods.

UNODC Adjustments: a=adjusted for age (15-64), b=population-based/household-type study/survey, c=adjusted from a limited geographic population-based study/survey, d=adjusted from school/youth survey, e=adjusted from lifetime/monthly prevalence adjusted to annual prevalence, f=adjusted from specialized population surveys (including Rapid Assessments), g=adjusted from treatment data, h=adjusted from drug registries, i=adjusted from HIV, problematic drug users (only for heroin), j=lifetime prevalence reported, x=figure may include non-medical use of prescription opioids, z=figures may also include other non-ATS stimulants, z*= figures include the use of prescription stimulants (non-prescription/non-therapeutic use).  

The 'Method' and 'Adjustment/notes' columns have been completed only for more recent data included in previous and present issues of the World Drug Report. ",,,,,,,,,,,,,
